Pleknaam	Historical Name	(GvH) Opmerking	(GvH) Wisselvorme	(GvH) Land	Province	(GvH) Kategorie	Description	latitude	longitude
Brakpan				RSA	Free State	Dorp		-27.9511111111111	26.5333333333333
Brakpan				RSA	Northern Cape	Dorp	Non_Perennial	-28.3744444444444	21.6491666666667
Brakpan				RSA	Northern Cape	Dorp	Non_Perennial	-28.7552777777778	24.1538888888889
Brakpan				RSA	Free State	Dorp	Non_Perennial	-28.1155555555556	25.8430555555556
Brakpan				RSA	Northern Cape	Dorp	Non_Perennial	-29.9622222222222	23.6219444444444
Brakpan				RSA	Northern Cape	Dorp	Dry	-30.4544444444444	19.6536111111111
Bramley				RSA	Gauteng	Voorstad	Urban Area	-26.1247222222222	28.0788888888889
Brandfort				RSA	Free State	Dorp	Urban Area	-28.6866666666667	26.4633333333333
Brandfort				RSA	Free State	Dorp	Station	-28.6980555555556	26.4727777777778
Brandrivier				RSA	Northern Cape	Nedersetting	Mouth	-29.9683333333333	17.9083333333333
Brandrivier				RSA	Western Cape	Nedersetting	Mouth	-32.5825	21.6744444444444
Brandrivier				RSA	Western Cape	Nedersetting	Mouth	-33.7366666666667	21.1827777777778
Brandvlei				RSA	Northern Cape	Dorp	Urban Area	-30.4633333333333	20.4861111111111
Brandvlei				RSA	Western Cape	Dorp	Urban Area	-33.7555555555556	19.4097222222222
Brandwacht				RSA	Western Cape	Gebied-Dorp	Town	-33.9566666666667	18.8719444444444
Brandwacht				RSA	Western Cape	Gebied-Dorp	Area	-33.5722222222222	19.4144444444444
Braunschweig				RSA	KwaZulu-Natal	Dorp	Town	-27.2897222222222	30.6722222222222
Bredasdorp				RSA	Western Cape	Dorp	Urban Area	-34.5330555555556	20.0427777777778
Bredasdorp				RSA	Western Cape	Dorp	Station	-34.5247222222222	20.0558333333333
Breidbach				RSA	Eastern Cape	Nedersetting	Town	-32.8877777777778	27.445
Breyten				RSA	Mpumalanga	Dorp	Town	-26.3016666666667	29.9872222222222
Breyten				RSA	Mpumalanga	Dorp	Station	-26.3052777777778	29.9886111111111
Brighton Beach				RSA	KwaZulu-Natal	Voorstad	Town	-29.9383333333333	31.0025
Brighton Beach				RSA	KwaZulu-Natal	Voorstad	Sandy Area	-29.9336111111111	31.0130555555556
Brits				RSA	North West	Dorp	Station	-25.6427777777778	27.7772222222222
Brits				RSA	North West	Dorp	Urban Area	-25.6297222222222	27.7841666666667
Britstown				RSA	Northern Cape	Dorp	Urban Area	-30.5872222222222	23.5038888888889
Britstown				RSA	Northern Cape	Dorp	Station	-30.5825	23.5036111111111
Brixton				RSA	Gauteng	Voorstad	Town	-26.1913888888889	27.9966666666667
Broederstroom				RSA	Limpopo	Nedersetting	Perennial	-23.7869444444444	29.99
Broederstroom				RSA	North West	Nedersetting	Group of huts	-25.7997222222222	27.8766666666667
Broederstroom				RSA	Eastern Cape	Nedersetting	Mouth	-32.2147222222222	24.5413888888889
Bronkhorstspruit				RSA	Gauteng	Dorp	Urban Area	-25.8080555555556	28.7413888888889
Bronkhorstspruit				RSA	Gauteng	Dorp	Station	-25.7938888888889	28.7469444444444
Bronkhorstspruit				RSA	Gauteng	Dorp	Mouth	-25.8083333333333	28.8519444444444
Bronkhorstspruit				RSA	Mpumalanga	Dorp	Perennial	-26.0175	28.6786111111111
Brooklyn				RSA	Mpumalanga	Voorstad	Town	-24.5947222222222	31.0005555555556
Brooklyn				RSA	Gauteng	Voorstad	Town	-25.7655555555556	28.2397222222222
Brooklyn				RSA	Western Cape	Voorstad	Urban Area	-33.9088888888889	18.4791666666667
Brummeria				RSA	Gauteng	Voorstad	Town	-25.7433333333333	28.2872222222222
Bruntville				RSA	KwaZulu-Natal	Gebied-Dorp	Town	-29.2205555555556	30.0144444444444
Bryanston				RSA	Gauteng	Voorstad	Urban Area	-26.0513888888889	28.0280555555556
Bryntirion				RSA	Gauteng	Voorstad	Town	-25.7405555555556	28.2275
Buccleuch				RSA	Gauteng	Gebied-Dorp	Urban Area	-26.0552777777778	28.1108333333333
Buffelsbaai				RSA	Western Cape	Baai	Urban Area	-34.0863888888889	22.9730555555556
Buffelsbaai				RSA		Baai	Bay	-34.0833333333333	22.9844444444444
Buffelshoek				RSA	North West	Nedersetting	Station	-25.6905555555556	26.0302777777778
Buffelshoek				RSA	Eastern Cape	Nedersetting	Area	-32.2986111111111	24.9663888888889
Buffelspoort				RSA	North West	Dorp	Kloof	-33.4261111111111	20.9625
Buffelspoort				RSA	North West	Dorp	Township	-25.75	27.485
Buffelspoort				RSA	North West	Dorp	Dam	-25.75	27.4833333333333
Buffelspruit				RSA	Limpopo	Nedersetting	Perennial	-24.8605555555556	28.2544444444444
Buffelspruit				RSA	Mpumalanga	Nedersetting	Non Perennial	-24.1541666666667	31.5638888888889
Buffelspruit				RSA	Mpumalanga	Nedersetting	Mouth	-24.1616666666667	31.5841666666667
Buffelspruit				RSA	Mpumalanga	Nedersetting	Mouth	-25.0488888888889	30.9363888888889
Buffelspruit				RSA	Mpumalanga	Nedersetting	Perennial	-25.9805555555556	30.4908333333333
Buffelspruit				RSA	Mpumalanga	Nedersetting	Town	-25.6586111111111	31.5191666666667
Buhlebesizwe	Vlaklaagte No.2			RSA	Mpumalanga	Nedersetting	Township	-25.42	28.77
Bulembu				RSA	Eastern Cape	Dorp	Other	-30.7447222222222	29.5469444444444
Bulembu				RSA	Eastern Cape	Dorp	Non Perennial	-31.3866666666667	28.8955555555556
Bulembu				RSA	Eastern Cape	Dorp	Kop	-31.2675	28.7536111111111
Bulembu				RSA	Eastern Cape	Dorp	Perennial	-31.9041666666667	28.7111111111111
Bulembu				RSA	Eastern Cape	Dorp	Group of huts	-32.8833333333333	27.2544444444444
Bultfontein				RSA	Gauteng	Dorp	Area	-25.4872222222222	28.2069444444444
Bultfontein				RSA	Free State	Dorp	Town	-28.2869444444444	26.1505555555556
Bultfontein				RSA	Free State	Dorp	Station	-28.2875	26.1413888888889
Bulwer				RSA	KwaZulu-Natal	Dorp	Station	-29.8758333333333	29.7766666666667
Bulwer				RSA	KwaZulu-Natal	Dorp	Town	-29.8052777777778	29.7672222222222
Bulwer				RSA	KwaZulu-Natal	Dorp	Town	-29.8583333333333	31.0033333333333
Burgersdorp				RSA	Limpopo	Dorp	Town	-24.0066666666667	30.3047222222222
Burgersdorp				RSA	Eastern Cape	Dorp	Urban Area	-30.9922222222222	26.3247222222222
Burgersdorp				RSA	Eastern Cape	Dorp	Station	-30.9991666666667	26.3241666666667
Burgersfort				RSA	Limpopo	Nedersetting	Station	-24.6755555555556	30.3313888888889
Burgersfort				RSA	Limpopo	Nedersetting	Town	-24.6736111111111	30.3283333333333
Butterworth				RSA	Eastern Cape	Dorp	Town	-32.3305555555556	28.1425
Butterworth				RSA	Eastern Cape	Dorp	Station	-32.3344444444444	28.1452777777778
Buxton				RSA	Eastern Cape	Dorp	Area	-32.5716666666667	26.6269444444444
Byrne				RSA	KwaZulu-Natal	Nedersetting	Town	-29.8252777777778	30.1844444444444
Calcutta				RSA	Mpumalanga	Gebied-Stedelik	Group of huts	-24.9747222222222	31.2344444444444
Caledon				RSA	Limpopo	Dorp	Group of huts	-23.2438888888889	30.3808333333333
Caledon				RSA	Western Cape	Dorp	Station	-34.2386111111111	19.4297222222222
Caledon				RSA	Western Cape	Dorp	Urban Area	-34.23	19.4283333333333
Calitzdorp				RSA	Western Cape	Dorp	Urban Area	-33.5327777777778	21.6880555555556
Calitzdorp				RSA	Western Cape	Dorp	Station	-33.5391666666667	21.6855555555556
Calvinia				RSA	Northern Cape	Dorp	Urban Area	-31.4694444444444	19.7772222222222
Calvinia				RSA	Northern Cape	Dorp	Station	-31.4627777777778	19.7825
Cambria				RSA	Eastern Cape	Nedersetting	Area	-33.6627777777778	24.5886111111111
Cambridge				RSA	Eastern Cape	Voorstad	Urban Area	-32.9772222222222	27.8911111111111
Cambridge				RSA	Eastern Cape	Voorstad	Station	-32.9725	27.8911111111111
Camden				RSA	Mpumalanga	Gebied-Stedelik	Town	-26.6	30.0886111111111
Camden				RSA	Mpumalanga	Gebied-Stedelik	Station	-26.6283333333333	30.0841666666667
Campbell				RSA	North West	Dorp	Town	-26.8933333333333	26.6552777777778
Campbell				RSA	Northern Cape	Dorp	Town	-28.7972222222222	23.7205555555556
Camperdown				RSA	KwaZulu-Natal	Dorp	Town	-29.7277777777778	30.5433333333333
Camperdown				RSA	KwaZulu-Natal	Dorp	Station	-29.7261111111111	30.5408333333333
Canca se Leegte				RSA	Western Cape	Nedersetting	Area	-34.2908333333333	21.6386111111111
Canelands				RSA	KwaZulu-Natal	Dorp	Town	-29.625	31.0580555555556
Canelands				RSA	KwaZulu-Natal	Dorp	Station	-29.6247222222222	31.0597222222222
Cannon Rocks				RSA	Eastern Cape	Dorp	Town	-33.7486111111111	26.5405555555556
Capital Park				RSA	Gauteng	Voorstad	Town	-25.7241666666667	28.1877777777778
Capital Park				RSA	Gauteng	Voorstad	Station	-25.7197222222222	28.1961111111111
Carletonville				RSA	North West	Dorp	Urban Area	-26.3613888888889	27.4016666666667
Carnarvon				RSA	Northern Cape	Dorp	Urban Area	-30.9677777777778	22.1333333333333
Carolina				RSA	Mpumalanga	Dorp	Town	-26.0688888888889	30.1163888888889
Carolina				RSA	Mpumalanga	Dorp	Station	-26.0708333333333	30.1252777777778
Cason				RSA	Gauteng	Voorstad	Town	-26.2091666666667	28.2569444444444
Casteel		Nou Maboke?		RSA	Mpumalanga	Nedersetting	Group of huts	-24.7225	31.0327777777778
Cathcart				RSA	Eastern Cape	Dorp	Town	-32.2980555555556	27.1455555555556
Cathcart				RSA	Eastern Cape	Dorp	Station	-32.2980555555556	27.1525
Cato Ridge				RSA	KwaZulu-Natal	Dorp	Station	-29.7305555555556	30.5897222222222
Cato Ridge				RSA	KwaZulu-Natal	Dorp	Town	-29.7341666666667	30.5877777777778
Cedarville				RSA	Eastern Cape	Dorp	Town	-30.3863888888889	29.0411111111111
Cedarville				RSA	Eastern Cape	Dorp	Station	-30.3791666666667	29.0402777777778
Cedarville				RSA	Eastern Cape	Dorp	Group of huts	-30.8672222222222	29.1366666666667
Cedrela				RSA	North West	Voorstad	Town	-25.8638888888889	26.8816666666667
Centane				RSA	Eastern Cape	Dorp	Town	-32.5	28.3166
Centocow				RSA	KwaZulu-Natal	Nedersetting	Station	-30.0602777777778	29.7825
Centurion				RSA	Gauteng	Dorp	Urban Area	-25.8363888888889	28.1802777777778
Ceres				RSA	Western Cape	Dorp	Urban Area	-33.3683333333333	19.3091666666667
Ceres				RSA	Western Cape	Dorp	Station	-33.3561111111111	19.3119444444444
Charl Cilliers				RSA	Mpumalanga	Dorp	Town	-26.6619444444444	29.1858333333333
Charlestown				RSA	KwaZulu-Natal	Dorp	Town	-27.4097222222222	29.8766666666667
Charlestown				RSA	KwaZulu-Natal	Dorp	Station	-27.4083333333333	29.8719444444444
Charlo				RSA	Eastern Cape	Voorstad	Urban Area	-33.9880555555556	25.5444444444444
Chatsworth				RSA	KwaZulu-Natal	Voorstad	Urban Area	-29.9177777777778	30.8936111111111
Chatsworth				RSA	KwaZulu-Natal	Voorstad	Town	-29.8941666666667	30.8677777777778
Chatsworth				RSA	Western Cape	Voorstad	Urban Area	-33.5461111111111	18.5827777777778
Chesterville				RSA	KwaZulu-Natal	Dorp	Town	-29.8477777777778	30.9475
Chiltern Hills				RSA	KwaZulu-Natal	Voorstad	Town	-29.8147222222222	30.9275
Chiselhurst				RSA	Eastern Cape	Voorstad	Urban Area	-32.9855555555556	27.8861111111111
Chiselhurst				RSA	Eastern Cape	Voorstad	Station	-32.9855555555556	27.8977777777778
Chochocho				RSA	Mpumalanga	Nedersetting	Town	-24.6977777777778	31.1216666666667
Christiana				RSA	North West	Dorp	Town	-27.9194444444444	25.1430555555556
Chrisville				RSA	Gauteng	Voorstad	Town	-26.2572222222222	28.0255555555556
Citrusdal				RSA	Western Cape	Dorp	Urban Area	-32.5894444444444	19.0147222222222
Clanwilliam				RSA	Western Cape	Dorp	Urban Area	-32.1786111111111	18.8911111111111
Claremont				RSA	Gauteng	Voorstad	Town	-25.7125	28.1380555555556
Claremont				RSA	Gauteng	Voorstad	Town	-26.1802777777778	27.9566666666667
Claremont				RSA	KwaZulu-Natal	Voorstad	Town	-27.7363888888889	30.1744444444444
Claremont				RSA	Western Cape	Voorstad	Urban Area	-33.9847222222222	18.4625
Claremont				RSA	Western Cape	Voorstad	Station	-33.9802777777778	18.4675
Clarendon				RSA	KwaZulu-Natal	Voorstad	Town	-29.5986111111111	30.3572222222222
Clarens				RSA	Free State	Dorp	Town	-28.5138888888889	28.4205555555556
Clarkebury				RSA	Eastern Cape	Sendingplek	Town	-31.7844444444444	28.2888888888889
Clarkson				RSA	Eastern Cape	Sendingplek	Town	-34.0108333333333	24.3433333333333
Cleveland				RSA	Gauteng	Voorstad	Station	-26.2080555555556	28.1191666666667
Clocolan				RSA	Free State	Dorp	Town	-28.9138888888889	27.5655555555556
Clocolan				RSA	Free State	Dorp	Station	-28.9244444444444	27.5844444444444
Clovelly				RSA	Western Cape	Dorp	Urban Area	-34.1222222222222	18.4294444444444
Clovelly				RSA	Western Cape	Dorp	Station	-34.1319444444444	18.4411111111111
Coalville				RSA	Mpumalanga	Dorp	Town	-26.03	29.1730555555556
Coega				RSA	Eastern Cape	Dorp	Station	-33.7627777777778	25.6569444444444
Coega				RSA	Eastern Cape	Dorp	Town	-33.7602777777778	25.6472222222222
Coldstream				RSA	Eastern Cape	Dorp	Urban Area	-33.9630555555556	23.7138888888889
Colenso				RSA	KwaZulu-Natal	Dorp	Station	-28.7358333333333	29.8269444444444
Colenso				RSA	KwaZulu-Natal	Dorp	Town	-28.7402777777778	29.825
Colenso				RSA	Free State	Dorp	Kop	-29.1761111111111	25.9616666666667
Colesberg				RSA	Northern Cape	Dorp	Urban Area	-30.7211111111111	25.0966666666667
Colesberg				RSA	Northern Cape	Dorp	Station	-30.7247222222222	25.1383333333333
Coligny				RSA	North West	Dorp	Urban Area	-26.3302777777778	26.3294444444444
Coligny				RSA	North West	Dorp	Station	-26.3288888888889	26.3208333333333
Concordia				RSA	Northern Cape	Dorp	Area	-29.45	17.8333333333333
Concordia				RSA	Northern Cape	Dorp	Group of huts	-29.53	17.9455555555556
Concordia				RSA	Western Cape	Dorp	Area	-34.0291666666667	23.0841666666667
Congella				RSA	KwaZulu-Natal	Voorstad	Station	-29.8775	30.9972222222222
Congella				RSA	KwaZulu-Natal	Voorstad	Town	-29.8713888888889	30.9975
Constantiapark				RSA	Gauteng	Voorstad	Town	-25.8080555555556	28.2822222222222
Cookhouse		Ook Kookhuis		RSA	Eastern Cape	Dorp	Urban Area	-32.7436111111111	25.8016666666667
Cookhouse		Ook Kookhuis		RSA	Eastern Cape	Dorp	Station	-32.7444444444444	25.8075
Cork				RSA	Mpumalanga	Gebied-Dorp	Group of huts	-24.9572222222222	31.3141666666667
Cork				RSA	KwaZulu-Natal	Gebied-Dorp	Group of huts	-27.9530555555556	30.275
Cornelia				RSA	Limpopo	Dorp	Group of huts	-23.7861111111111	29.1008333333333
Cornelia				RSA	Free State	Dorp	Urban Area	-27.2361111111111	28.8513888888889
Coronationville				RSA	Gauteng	Voorstad	Town	-26.19	27.9769444444444
Cosmo City				RSA	Gauteng	Gebied-Dorp	Township	-26.0333	27.9166
Cotswold				RSA	Eastern Cape	Voorstad	Urban Area	-33.9386111111111	25.5475
Cottesloe				RSA	Gauteng	Voorstad	Town	-26.1866666666667	28.0186111111111
Cowie's Hill				RSA	KwaZulu-Natal	Voorstad	Town	-29.8291666666667	30.8986111111111
Cravenby				RSA	Western Cape	Gebied-Dorp	Urban Area	-33.9247222222222	18.5916666666667
Creighton				RSA	KwaZulu-Natal	Dorp	Town	-30.0272222222222	29.8419444444444
Creighton				RSA	KwaZulu-Natal	Dorp	Station	-30.0294444444444	29.8361111111111
Croesus				RSA	Gauteng	Voorstad		-26.1972222222222	27.9644444444444
Croesus				RSA	Gauteng	Voorstad	Station	-26.2011111111111	27.9722222222222
Crosby				RSA	Gauteng	Voorstad	Town	-26.1927777777778	27.9838888888889
Crossroads				RSA	Western Cape	Gebied-Dorp	Urban Area	-33.9944444444444	18.5988888888889
Crown Gardens				RSA	Gauteng	Voorstad	Town	-26.2486111111111	28.0044444444444
Croydon				RSA	Gauteng	Voorstad	Urban Area	-26.1288888888889	28.1952777777778
Culemborgpark				RSA	Gauteng	Voorstad	Town	-26.1808333333333	27.6922222222222
Cullinan				RSA	Gauteng	Dorp	Station	-25.6741666666667	28.5191666666667
Cullinan				RSA	Gauteng	Dorp	Urban Area	-25.6705555555556	28.5288888888889
Cumakala				RSA	Eastern Cape	Gebied-Dorp	Perennial	-32.5894444444444	27.4416666666667
Cumakala				RSA	Eastern Cape	Gebied-Dorp	Urban Area	-32.56	27.4477777777778
Cyrildene				RSA	Gauteng	Voorstad	Town	-26.1730555555556	28.1036111111111
Cyrildene				RSA	KwaZulu-Natal	Voorstad	Town	-28.7555555555556	31.9013888888889
D'Almeida				RSA	Western Cape	Gebied-Dorp	Urban Area	-34.175	22.1016666666667
Daantjie				RSA	Mpumalanga	Nedersetting	Group of huts	-25.4280555555556	31.1961111111111
Dagbreek				RSA	Free State	Nedersetting	Urban Area	-27.9591666666667	26.7447222222222
Dal Josafat				RSA	Western Cape	Gebied-Nywerheid	Urban Area	-33.7097222222222	18.9791666666667
Dal Josafat				RSA	Western Cape	Gebied-Nywerheid	Station	-33.705	18.9813888888889
Dalton				RSA	KwaZulu-Natal	Dorp	Town	-29.3405555555556	30.6305555555556
Dalton				RSA	KwaZulu-Natal	Dorp	Station	-29.3430555555556	30.6327777777778
Dan Pienaar				RSA	Free State	Voorstad	Urban Area	-29.0863888888889	26.2155555555556
Daniëlskuil				RSA	Northern Cape	Dorp	Town	-28.1872222222222	23.5588888888889
Dannhauser				RSA	KwaZulu-Natal	Dorp	Town	-28.0141666666667	30.0580555555556
Dannhauser				RSA	KwaZulu-Natal	Dorp	Station	-28.015	30.0619444444444
Danville				RSA	North West	Voorstad	Urban Area	-25.8777777777778	25.6611111111111
Danville				RSA	Gauteng	Voorstad	Town	-25.7388888888889	28.1272222222222
Darling				RSA	Western Cape	Dorp	Station	-33.3744444444444	18.3830555555556
Darling				RSA	Western Cape	Dorp	Town	-33.3772222222222	18.3791666666667
Dasbos				RSA	Western Cape	Plek	Area	-33.9072222222222	19.0377777777778
Daspoort				RSA	Gauteng	Voorstad	Station	-25.7138888888889	28.1663888888889
Daspoort				RSA	Gauteng	Voorstad	Town	-25.7086111111111	28.1466666666667
Daveyton				RSA	Gauteng	Gebied-Dorp	Station	-26.1558333333333	28.4247222222222
Daveyton				RSA	Gauteng	Gebied-Dorp	Urban Area	-26.1386111111111	28.425
De Aar				RSA	Northern Cape	Dorp	Station	-30.6502777777778	24.0141666666667
De Aar				RSA	Northern Cape	Dorp	Urban Area	-30.6505555555556	24.0075
De Doorns				RSA	Western Cape	Dorp	Urban Area	-33.4794444444444	19.6708333333333
De Doorns				RSA	Western Cape	Dorp	Station	-33.4827777777778	19.665
De Hoek				RSA	Western Cape	Dorp	Urban Area	-32.9408333333333	18.7591666666667
De Hoek				RSA	Western Cape	Dorp	Station	-32.9438888888889	18.7638888888889
De Hoop				RSA	Western Cape	Nedersetting	Area	-33.4816666666667	19.7913888888889
De Hoop				RSA	Western Cape	Nedersetting	Town	-33.6027777777778	22.0416666666667
De Hoop				RSA	Limpopo	Nedersetting	Group of huts	-23.1875	30.2813888888889
De Novo				RSA	Western Cape	Plek	Town	-33.8408333333333	18.7752777777778
De Rust				RSA	North West	Dorp	Area	-25.7625	27.8366666666667
De Rust				RSA	Western Cape	Dorp	Area	-32.6691666666667	21.2030555555556
De Rust				RSA	Western Cape	Dorp	Urban Area	-33.4894444444444	22.5344444444444
De Wildt				RSA	North West	Dorp	Station	-25.6236111111111	27.9477777777778
De Wildt				RSA	North West	Dorp	Group of huts	-25.6288888888889	27.9438888888889
Deal Party				RSA	Eastern Cape	Voorstad		-33.8986111111111	25.6144444444444
Dealesville				RSA	Free State	Dorp	Town	-28.675	25.7680555555556
Deelfontein				RSA	Northern Cape	Dorp	Station	-30.9891666666667	23.8025
Deerness				RSA	Gauteng	Voorstad	Station	-25.7197222222222	28.2161111111111
Delareyville				RSA	North West	Dorp	Urban Area	-26.6883333333333	25.4777777777778
Delareyville				RSA	North West	Dorp	Station	-26.6936111111111	25.4569444444444
Delft				RSA	Western Cape	Gebied-Dorp	Urban Area	-33.9655555555556	18.6444444444444
Delmas				RSA	Mpumalanga	Dorp	Station	-26.1525	28.6805555555556
Delmas				RSA	Mpumalanga	Dorp	Urban Area	-26.1461111111111	28.6836111111111
Dendron				RSA	Limpopo	Dorp	Town	-23.3683333333333	29.3247222222222
Deneysville				RSA	Free State	Dorp	Urban Area	-26.89	28.0963888888889
Denver				RSA	Gauteng	Voorstad	Station	-26.2055555555556	28.0972222222222
Denver				RSA	Gauteng	Voorstad	Town	-26.2075	28.1002777777778
Deorham				RSA	Northern Cape	Gebied-Stedelik	Group of huts	-26.8930555555556	23.5086111111111
Desainagar				RSA	KwaZulu-Natal	Dorp	Town	-29.6113888888889	31.1533333333333
Despatch				RSA	Gauteng	Dorp		-25.7180555555556	28.3236111111111
Despatch				RSA	Eastern Cape	Dorp	Urban Area	-33.8002777777778	25.475
Devon				RSA	Gauteng	Dorp	Station	-26.3555555555556	28.7822222222222
Devon				RSA	Gauteng	Dorp	Town	-26.3572222222222	28.7816666666667
Dewetsdorp				RSA	Free State	Dorp	Station	-29.5697222222222	26.6869444444444
Dewetsdorp				RSA	Free State	Dorp	Town	-29.5822222222222	26.6641666666667
Die Kelders		Wisselvorm bygevoeg n.a.v. Wikipedia	De Kelders	RSA	Western Cape	Baai	Urban Area	-34.5572222222222	19.365
Die Moot		Beslis bewoon		RSA	North West	Streek	Station	-25.8566666666667	27.6911111111111
Die Moot		Beslis bewoon		RSA	Eastern Cape	Streek	Area	-33.3269444444445	25.1747222222222
Diepgezet				RSA	Mpumalanga	Nedersetting	Town	-26.0044444444444	31.0769444444444
Digwale		Naam hersien vanaf Dikgwale?		RSA	Mpumalanga	Dorp	Mountain	-25.1961	28.8553
Dimbaza				RSA	Eastern Cape	Dorp	Town	-32.8352777777778	27.2158333333333
Dimbaza				RSA	Eastern Cape	Dorp	Station	-32.8272222222222	27.1983333333333
Dingamanzi				RSA	Limpopo	Gebied-Dorp	Town	-23.3786111111111	30.5805555555556
Dipelaneng				RSA	Free State	Gebied-Dorp	Kop	-28.6127777777778	28.7902777777778
Discovery				RSA	Gauteng	Gebied-Dorp	Town	-26.1605555555556	27.8925
Dithabaneng				RSA	Limpopo	Nedersetting	Group of huts	-23.2197222222222	28.9297222222222
Dithabaneng				RSA	Limpopo	Nedersetting	Group of huts	-24.3613888888889	29.5844444444444
Dithabaneng				RSA	Limpopo	Nedersetting	Town	-24.4705555555556	30.2244444444444
Dithabaneng				RSA	Limpopo	Nedersetting	Group of huts	-24.3113888888889	30.0686111111111
Dithabaneng				RSA	North West	Nedersetting	Urban Area	-25.5877777777778	27.1547222222222
Dithabaneng				RSA	Limpopo	Nedersetting	Post Office	-24.366667	29.583333
Ditlhagane				RSA	Mpumalanga	Nedersetting	Group of huts	-24.9563888888889	28.8377777777778
Ditlhagane	Paayzypan			RSA	Mpumalanga	Nedersetting	Village	-24.95	28.8333333333333
Ditshoka				RSA	North West	Dorp	Town	-25.3238888888889	25.8172222222222
Ditshoka				RSA	North West	Dorp	Village	-25.31703	25.8166
Donkergat				RSA	Western Cape	Nedersetting	Bay	-31.7863888888889	18.2319444444444
Donkergat				RSA	Western Cape	Nedersetting	Area	-32.2536111111111	22.5486111111111
Donkergat				RSA		Nedersetting	Bay	-33.0805555555556	18.0044444444444
Donkergat				RSA	Western Cape	Nedersetting	Urban Area	-33.0819444444444	18.0016666666667
Donkerpoort				RSA	Free State	Dorp	Station	-30.5319444444444	25.4961111111111
