Pleknaam	Historical Name	(GvH) Opmerking	(GvH) Wisselvorme	(GvH) Land	Province	(GvH) Kategorie	Description	latitude	longitude
Ntilini				RSA	Eastern Cape	Nedersetting	Area	-32.71	26.595
Ntilini				RSA	Eastern Cape	Nedersetting	Town	-32.9605555555556	27.6533333333333
Ntontela				RSA	Eastern Cape	Nedersetting	Group of huts	-31.2997222222222	29.3147222222222
Ntontela				RSA	Eastern Cape	Nedersetting	Mountain	-31.2913888888889	29.3016666666667
Ntontela				RSA	Eastern Cape	Nedersetting	Bush Area	-31.2961111111111	29.3019444444444
Ntshatshongo				RSA	Eastern Cape	Gebied-Dorp	Mouth	-32.1427777777778	28.5616666666667
Ntshonalanga				RSA	Gauteng	Voorstad	Urban Area	-26.0175	28.1833333333333
Ntshonalanga				RSA	Eastern Cape	Voorstad	Other	-31.1905555555556	28.6369444444444
Ntsikelelo				RSA	Northern Cape	Nedersetting	Settlement	-28.75	21.3666
Ntukwini				RSA	KwaZulu-Natal	Nedersetting	Mouth	-28.3111111111111	31.4413888888889
Ntukwini				RSA	KwaZulu-Natal	Nedersetting	Area	-30.075	30.7211111111111
Ntukwini				RSA	Eastern Cape	Nedersetting	Group of huts	-31.8769444444444	28.6002777777778
Ntwane				RSA	Limpopo	Nedersetting	Town	-25.3066666666667	29.2405555555556
Ntwane				RSA	Limpopo	Nedersetting	Town	-25.3427777777778	29.2605555555556
Ntwashini				RSA	KwaZulu-Natal	Nedersetting	Kop	-29.2933333333333	31.3202777777778
Ntwashini				RSA	Eastern Cape	Nedersetting	Group of huts	-31.7058333333333	28.1191666666667
Ntwashini				RSA	Eastern Cape	Nedersetting	Group of huts	-31.6205555555556	28.1544444444444
Ntwashini				RSA	Eastern Cape	Nedersetting	Group of huts	-31.8569444444444	28.1230555555556
Nuwerus				RSA	Northern Cape	Dorp	Area	-30.3394444444444	17.8411111111111
Nuwerus				RSA	Western Cape	Dorp	Town	-31.1483333333333	18.3586111111111
Nuwerus				RSA	Western Cape	Dorp	Urban Area	-34.4722222222222	19.8883333333333
Nyalasa				RSA	Eastern Cape	Gebied	Group of huts	-31.6836111111111	27.6713888888889
Nyalasa				RSA	Eastern Cape	Gebied	Group of huts	-31.6919444444444	27.6744444444444
Nyalasa				RSA	Eastern Cape	Gebied	Group of huts	-31.8780555555556	27.7833333333333
Nyanga				RSA	Mpumalanga	Gebied-Dorp	Mouth	-25.2827777777778	31.2677777777778
Nyanga				RSA	Eastern Cape	Gebied-Dorp	Non Perennial	-31.6663888888889	28.0669444444444
Nyanga				RSA	Eastern Cape	Gebied-Dorp	Group of huts	-32.2883333333333	27.9427777777778
Nyanga				RSA	Eastern Cape	Gebied-Dorp	Town	-32.5880555555556	27.1213888888889
Nyanga				RSA	Western Cape	Gebied-Dorp	Urban Area	-33.9869444444444	18.5847222222222
Nyanga				RSA	Western Cape	Gebied-Dorp	Station	-33.9925	18.5605555555556
Nyarha				RSA	Eastern Cape	Gebied-Dorp	Perennial	-32.7630555555556	28.1761111111111
Nylstroom				RSA	Limpopo	Dorp	Urban Area	-24.7011111111111	28.4088888888889
Nylstroom				RSA	Limpopo	Dorp	Station	-24.7069444444444	28.4244444444444
Nylstroom				RSA	Limpopo	Dorp	Non Perennial	-24.7080555555556	28.5075
Nyoni				RSA	KwaZulu-Natal	Dorp	Kop	-27.29	32.3947222222222
Nyoni				RSA	KwaZulu-Natal	Dorp	Area	-29.6775	30.8766666666667
Nyoni				RSA	KwaZulu-Natal	Dorp	Station	-29.0802777777778	31.4597222222222
Nyoni				RSA	KwaZulu-Natal	Dorp	Town	-29.0794444444444	31.4616666666667
Nyoni				RSA	KwaZulu-Natal	Dorp	Perennial	-29.1125	31.6105555555556
Nzulwini				RSA	Eastern Cape	Gebied-Dorp	Other	-31.9730555555556	29.0402777777778
Nzulwini				RSA	Eastern Cape	Gebied-Dorp	Group of huts	-31.9561111111111	29.0372222222222
Nzulwini				RSA	Eastern Cape	Gebied-Dorp	Group of huts	-31.9863888888889	29.0611111111111
Nzulwini				RSA	Eastern Cape	Gebied-Dorp	Mouth	-32.0375	29.1
Oaklands				RSA	Gauteng	Voorstad	Town	-26.1480555555556	28.0680555555556
Oberholzer				RSA	North West	Dorp	Town	-26.35	27.3838888888889
Oberholzer				RSA	North West	Dorp	Station	-26.3419444444444	27.3938888888889
Observatory				RSA	Gauteng	Voorstad	Town	-26.1727777777778	28.0858333333333
Observatory				RSA	Western Cape	Voorstad	Urban Area	-33.9369444444444	18.4683333333333
Odendaalsrus				RSA	Free State	Dorp	Urban Area	-27.8741666666667	26.6852777777778
Odendaalsrus				RSA	Free State	Dorp	Station	-27.8675	26.6966666666667
Ofcolaco				RSA	Limpopo	Nedersetting	Group of huts	-24.0802777777778	30.395
Ofcolaco				RSA	Limpopo	Nedersetting	Group of huts	-24.0811111111111	30.395
Ogies				RSA	Mpumalanga	Dorp	Town	-26.0491666666667	29.0580555555556
Ogies				RSA	Mpumalanga	Dorp	Station	-26.0494444444444	29.0511111111111
oGodlwayo	Godlwayo			RSA	KwaZulu-Natal	Dorp	Village	-27.34	31.42
Ohrigstad				RSA	Limpopo	Dorp	Town	-24.7466666666667	30.5641666666667
Ohrigstad				RSA	Limpopo	Dorp	Station	-24.7527777777778	30.5586111111111
Ohrigstad				RSA	Limpopo	Dorp	Group of huts	-24.7513888888889	30.5572222222222
Okahandja				NAM	Free State	Dorp	Kop	-29.0977777777778	25.925
Okkerneutboom				RSA	Mpumalanga	Nedersetting	Town	-24.6022222222222	31.1238888888889
Olifantshoek				RSA	Limpopo	Dorp	Group of huts	-23.34	30.2761111111111
Olifantshoek				RSA	Northern Cape	Dorp	Town	-27.9425	22.7366666666667
Olifantshoek				RSA	Western Cape	Dorp	Ridge	-33.8630555555556	19.1691666666667
Olifantshoek				RSA	Western Cape	Dorp	Area	-33.9794444444444	22.6152777777778
Ontdekkerspark				RSA	Gauteng	Voorstad	Town	-26.1477777777778	27.8877777777778
Op die Berg				RSA	Western Cape	Nedersetting	Urban Area	-33.0197222222222	19.3108333333333
Ophirton				RSA	Gauteng	Voorstad	Town	-26.2230555555556	28.0288888888889
Orange Grove				RSA	Gauteng	Voorstad	Town	-26.1619444444444	28.09
Orange Grove				RSA	Eastern Cape	Voorstad	Group of huts	-31.6475	28.8316666666667
Oranjeville				RSA	Free State	Dorp	Town	-26.9927777777778	28.21
Oranjezicht				RSA	Western Cape	Voorstad	Urban Area	-33.9438888888889	18.415
Orchards				RSA	Gauteng	Voorstad	Town	-26.1547222222222	28.0794444444444
Oribi				RSA	KwaZulu-Natal	Voorstad	Town	-29.6397222222222	30.3977777777778
Orkney				RSA	North West	Dorp	Town	-26.9683333333333	26.6747222222222
Orkney				RSA	North West	Dorp	Urban Area	-27.0036111111111	26.6825
Orlando				RSA	Gauteng	Gebied-Dorp	Station	-26.2372222222222	27.9177777777778
Orlando Ekhaya				RSA	Gauteng	Gebied-Dorp	Town	-26.25	27.9333333333333
Ormonde Heights				RSA	Gauteng	Dorp	Residential Township	-26.251916	27.986495
Ormonde View				RSA	Gauteng	Dorp	Town	-26.252967	27.986708
Osizweni				RSA	KwaZulu-Natal	Gebied-Dorp	Urban Area	-27.7869444444444	30.1291666666667
Othobothini				RSA	KwaZulu-Natal	Nedersetting	Area	-27.4022222222222	32.1027777777778
Otterbaai				RSA		Baai	Bay	-34.5302777777778	19.3752777777778
Otterbaai				RSA		Baai	Bay	-34.6852777777778	20.2338888888889
Otterbaai				RSA	Eastern Cape	Baai	Bay	-34.1008333333333	24.3183333333333
Ottosdal				RSA	North West	Dorp	Station	-26.8180555555556	25.9955555555556
Ottosdal				RSA	North West	Dorp	Town	-26.8088888888889	26.0066666666667
Ottoshoop				RSA	North West	Dorp	Station	-25.7519444444444	25.965
Ottoshoop				RSA	North West	Dorp	Town	-25.7502777777778	25.965
Oubeepbaai				RSA	Northern Cape	Baai	Bay	-29.3288888888889	16.9102777777778
Oubosstrand				RSA	Eastern Cape	Dorp	Urban Area	-34.0630555555556	24.2008333333333
Oudebosch				RSA	Western Cape	Nedersetting	Area	-34.3336111111111	18.9461111111111
Oudtshoorn				RSA	Western Cape	Dorp	Urban Area	-33.5833333333333	22.2086111111111
Oudtshoorn				RSA	Western Cape	Dorp	Station	-33.6108333333333	22.2191666666667
Overport				RSA	KwaZulu-Natal	Voorstad	Town	-29.8344444444444	31.0016666666667
Oviston				RSA	Eastern Cape	Gebied-Dorp	Urban Area	-30.6941666666667	25.7675
Paardeneiland				RSA	Western Cape	Voorstad	Station	-33.9219444444444	18.4686111111111
Paardeneiland				RSA	Western Cape	Voorstad		-33.9147222222222	18.4722222222222
Paarl				RSA	Western Cape	Dorp	Urban Area	-33.7416666666667	18.975
Paarl				RSA	Western Cape	Dorp	Station	-33.7652777777778	18.9655555555556
Paarlshoop				RSA	Gauteng	Voorstad	Town	-26.2063888888889	27.9905555555556
Pacaltsdorp				RSA	Western Cape	Dorp	Urban Area	-34.0161111111111	22.4594444444444
Paddock				RSA	KwaZulu-Natal	Nedersetting	Town	-30.7544444444444	30.2538888888889
Pafuri				RSA	Limpopo	Streek	Town	-22.4486111111111	31.3105555555556
Palmiet				RSA	KwaZulu-Natal	Voorstad	Town	-29.8113888888889	30.965
Palmiet				RSA	Northern Cape	Voorstad	Area	-30.1280555555556	18.2916666666667
Palmiet				RSA	Western Cape	Voorstad	Station	-32.8763888888889	21.9077777777778
Palmiet				RSA	Western Cape	Voorstad	Urban Area	-34.3422222222222	19.0091666666667
Palmietfontein				RSA	Limpopo	Voorstad	Group of huts	-23.5327777777778	29.2558333333333
Palmietfontein				RSA	Eastern Cape	Voorstad	Group of huts	-30.4194444444444	27.5286111111111
Palmietfontein				RSA	Eastern Cape	Voorstad	Area	-32.4561111111111	24.4008333333333
Pampierstad				RSA	Northern Cape	Voorstad	Town	-27.7766666666667	24.6894444444444
Pankop				RSA	Mpumalanga	Dorp	Station	-25.1683333333333	28.4194444444444
Pankop				RSA	Mpumalanga	Dorp	Kop	-25.18	28.4366666666667
Pankop				RSA	Western Cape	Dorp	Kop	-32.0169444444444	18.5191666666667
Pankop				RSA	Western Cape	Dorp	Kop	-32.8480555555556	22.1302777777778
Panmure		Gedeelte van Oos-Londen		RSA	Eastern Cape	Gedeelte	Station	-32.9977777777778	27.8941666666667
Park Hill		Gedeelte van Durban		RSA	Gauteng	Gedeelte	Station	-26.235	28.1875
Park Hill		Gedeelte van Durban		RSA	KwaZulu-Natal	Gedeelte	Town	-29.795	31.0236111111111
Park Rynie				RSA	KwaZulu-Natal	Dorp	Station	-30.3155555555556	30.7425
Park Rynie				RSA	KwaZulu-Natal	Dorp	Town	-30.3225	30.7377777777778
Parkhurst				RSA	Gauteng	Voorstad	Urban Area	-26.1397222222222	28.0188888888889
Parkmore				RSA	Gauteng	Voorstad	Town	-26.0952777777778	28.0375
Parktown				RSA	Gauteng	Voorstad	Town	-25.7038888888889	28.1777777777778
Parktown				RSA	Gauteng	Voorstad	Urban Area	-26.1816666666667	28.0277777777778
Parkview				RSA	Gauteng	Voorstad	Town	-26.1641666666667	28.0252777777778
Parkwood				RSA	Gauteng	Voorstad	Urban Area	-26.1508333333333	28.0302777777778
Parkwood				RSA	Western Cape	Voorstad	Urban Area	-34.0297222222222	18.5019444444444
Parow				RSA	Western Cape	Gebied-Stedelik	Urban Area	-33.9025	18.5869444444444
Parow				RSA	Western Cape	Gebied-Stedelik	Station	-33.9094444444444	18.5866666666667
Parys				RSA	Free State	Dorp	Station	-26.9063888888889	27.4655555555556
Parys				RSA	Free State	Dorp	Urban Area	-26.9036111111111	27.4558333333333
Patensie				RSA	Eastern Cape	Dorp	Station	-33.7591666666667	24.8102777777778
Patensie				RSA	Eastern Cape	Dorp	Urban Area	-33.7552777777778	24.815
Paternoster				RSA	Western Cape	Baai	Urban Area	-32.8119444444444	17.8894444444444
Paterson				RSA	Eastern Cape	Dorp	Urban Area	-33.4397222222222	25.9727777777778
Paterson				RSA	Eastern Cape	Dorp	Station	-33.4344444444444	25.9711111111111
Paul Krugersoord				RSA	Gauteng	Voorstad	Town	-26.2402777777778	28.4316666666667
Paul Roux				RSA	Free State	Dorp	Town	-28.2958333333333	27.9522222222222
Paulpietersburg				RSA	KwaZulu-Natal	Dorp	Town	-27.4230555555556	30.8158333333333
Paulpietersburg				RSA	KwaZulu-Natal	Dorp	Station	-27.4197222222222	30.8272222222222
Pearston				RSA	Eastern Cape	Dorp	Urban Area	-32.5816666666667	25.1377777777778
Peddie				RSA	Eastern Cape	Dorp	Urban Area	-33.1986111111111	27.1152777777778
Peelton				RSA	Eastern Cape	Dorp	Station	-32.7797222222222	27.4994444444444
Pella				RSA	North West	Sendingplek	Town	-25.4675	26.4766666666667
Pella				RSA	North West	Sendingplek	Town	-25.4797222222222	26.5027777777778
Pella				RSA	Northern Cape	Sendingplek	Area	-29.0291666666667	19.1569444444444
Pella				RSA	Western Cape	Sendingplek	Urban Area	-33.5375	18.5247222222222
Penge				RSA	Limpopo	Dorp	Urban Area	-24.3855555555556	30.2852777777778
Pennington				RSA	KwaZulu-Natal	Dorp	Town	-30.3802777777778	30.6963888888889
Pennington				RSA	KwaZulu-Natal	Dorp	Station	-30.3852777777778	30.6969444444444
Penryn				RSA	Northern Cape	Nedersetting	Group of huts	-26.8763888888889	23.0702777777778
Pentrich				RSA	KwaZulu-Natal	Voorstad	Station	-29.6347222222222	30.3744444444444
Perdekop				RSA	Limpopo	Dorp	Kop	-24.4594444444444	27.845
Perdekop				RSA	North West	Dorp	Kop	-25.8936111111111	27.2994444444444
Perdekop				RSA	Limpopo	Dorp	Kop	-25.0472222222222	29.7741666666667
Perdekop				RSA	North West	Dorp	Kop	-26.445	27.5125
Perdekop				RSA	North West	Dorp	Kop	-26.5722222222222	27.1758333333333
Perdekop				RSA	North West	Dorp	Kop	-26.9022222222222	27.1908333333333
Perdekop				RSA	North West	Dorp	Kop	-26.7630555555556	27.5130555555556
Perdekop				RSA	Gauteng	Dorp	Kop	-26.5294444444444	28.1886111111111
Perdekop				RSA	Gauteng	Dorp	Kop	-26.5088888888889	28.2591666666667
Perdekop				RSA	Northern Cape	Dorp	Kop	-27.4252777777778	22.7172222222222
Perdekop				RSA	Free State	Dorp	Kop	-27.3922222222222	29.2780555555556
Perdekop				RSA	Mpumalanga	Dorp	Town	-27.1666666666667	29.6247222222222
Perdekop				RSA	Mpumalanga	Dorp	Station	-27.1811111111111	29.6172222222222
Perdekop				RSA	Mpumalanga	Dorp	Kop	-27.1944444444444	29.6538888888889
Perdekop				RSA	Northern Cape	Dorp	Kop	-28.5163888888889	21.5955555555556
Perdekop				RSA	Northern Cape	Dorp	Kop	-28.1552777777778	22.7352777777778
Perdekop				RSA	Free State	Dorp	Kop	-28.1433333333333	25.795
Perdekop				RSA	Free State	Dorp	Kop	-28.4572222222222	27.8591666666667
Perdekop				RSA	Northern Cape	Dorp	Kop	-29.8069444444444	20.7444444444444
Perdekop				RSA	Northern Cape	Dorp	Kop	-29.1183333333333	21.8558333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-29.2455555555556	22.8827777777778
Perdekop				RSA	Northern Cape	Dorp	Kop	-29.6680555555556	23.6977777777778
Perdekop				RSA	Free State	Dorp	Kop	-29.0822222222222	24.9566666666667
Perdekop				RSA	Free State	Dorp	Kop	-29.61	24.3786111111111
Perdekop				RSA	Free State	Dorp	Kop	-29.8305555555556	24.7619444444444
Perdekop				RSA	Free State	Dorp	Kop	-29.2230555555556	26.5808333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.7263888888889	17.9025
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.4830555555556	18.1852777777778
Perdekop				RSA	Western Cape	Dorp	Kop	-30.9222222222222	18.2530555555556
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.0847222222222	20.4308333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.0591666666667	20.8202777777778
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.8588888888889	20.6955555555556
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.5325	21.8183333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.3138888888889	22.7133333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.2683333333333	22.9122222222222
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.3497222222222	22.9541666666667
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.6061111111111	22.4833333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.5580555555556	22.8569444444444
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.8327777777778	22.6075
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.8875	22.5194444444444
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.2605555555556	23.89
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.0216666666667	24.1472222222222
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.3177777777778	24.3361111111111
Perdekop				RSA	Northern Cape	Dorp	Kop	-30.7463888888889	25.155
Perdekop				RSA	Free State	Dorp	Kop	-30.0444444444444	26.4136111111111
Perdekop				RSA	Free State	Dorp	Kop	-30.3138888888889	26.9566666666667
Perdekop				RSA	Eastern Cape	Dorp	Kop	-30.9944444444444	26.4261111111111
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.2397222222222	19.0988888888889
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.3863888888889	19.7344444444444
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.6644444444444	19.7313888888889
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.0819444444444	20.6405555555556
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.4747222222222	20.6891666666667
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.0725	21.0977777777778
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.8394444444444	21.3952777777778
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.1402777777778	22.0752777777778
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.0272222222222	22.3608333333333
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.4130555555556	22.1891666666667
Perdekop				RSA	Northern Cape	Dorp	Kop	-31.7019444444444	22.0413888888889
Perdekop				RSA	Western Cape	Dorp	Kop	-31.72	24.0297222222222
Perdekop				RSA	Eastern Cape	Dorp	Kop	-31.9166666666667	25.5975
Perdekop				RSA	Eastern Cape	Dorp	Kop	-31.2191666666667	26.6277777777778
Perdekop				RSA	Eastern Cape	Dorp	Kop	-31.1744444444444	26.7525
Perdekop				RSA	Western Cape	Dorp	Kop	-32.5680555555556	18.9388888888889
Perdekop				RSA	Western Cape	Dorp	Kop	-32.7902777777778	18.6419444444444
Perdekop				RSA	Western Cape	Dorp	Kop	-32.7188888888889	19.0936111111111
Perdekop				RSA	Western Cape	Dorp	Kop	-32.2733333333333	20.0475
Perdekop				RSA	Northern Cape	Dorp	Kop	-32.6216666666667	20.6261111111111
Perdekop				RSA	Northern Cape	Dorp	Kop	-32.7058333333333	20.72
Perdekop				RSA	Northern Cape	Dorp	Kop	-32.1866666666667	21.2872222222222
Perdekop				RSA	Western Cape	Dorp	Kop	-32.6755555555556	21.2375
Perdekop				RSA	Western Cape	Dorp	Kop	-32.9386111111111	21.1930555555556
Perdekop				RSA	Western Cape	Dorp	Kop	-32.5658333333333	21.9019444444444
Perdekop				RSA	Western Cape	Dorp	Kop	-32.0111111111111	23.7002777777778
Perdekop				RSA	Eastern Cape	Dorp	Kop	-32.1483333333333	24.7661111111111
Perdekop				RSA	Western Cape	Dorp	Kop	-33.8608333333333	19.0994444444444
Perdekop				RSA	Western Cape	Dorp	Kop	-33.8705555555556	19.1997222222222
Perdekop				RSA	Western Cape	Dorp	Kop	-33.9116666666667	19.5880555555556
Perdekop				RSA	Western Cape	Dorp	Kop	-33.9983333333333	20.1333333333333
Perdekop				RSA	Western Cape	Dorp	Kop	-33.9266666666667	20.6133333333333
Perdekop				RSA	Western Cape	Dorp	Kop	-33.2055555555556	21.1816666666667
Perdekop				RSA	Western Cape	Dorp	Kop	-33.0188888888889	21.2155555555556
Perdekop				RSA	Western Cape	Dorp	Kop	-33.8905555555556	21.8927777777778
Perdekop				RSA	Western Cape	Dorp	Kop	-33.3388888888889	22.1833333333333
Perdekop				RSA	Western Cape	Dorp	Kop	-33.8713888888889	22.8002777777778
Perdekop				RSA	Western Cape	Dorp	Kop	-33.7333333333333	23.1805555555556
Perdekop				RSA	Western Cape	Dorp	Kop	-33.9080555555556	23.2233333333333
Perdekop				RSA	Western Cape	Dorp	Kop	-33.9358333333333	23.2672222222222
Perdekop				RSA	Eastern Cape	Dorp	Kop	-33.7105555555556	24.0066666666667
Perdekop				RSA	Eastern Cape	Dorp	Kop	-33.1822222222222	25.3388888888889
Perdekop				RSA	Eastern Cape	Dorp	Kop	-33.6525	25.335
Perdekop				RSA	Western Cape	Dorp	Kop	-34.0855555555556	19.0788888888889
Perdekop				RSA	Western Cape	Dorp	Kop	-34.1025	19.3755555555556
Perdekop				RSA	Western Cape	Dorp	Kop	-34.02	19.5138888888889
Perdekop				RSA	Western Cape	Dorp	Kop	-34.0375	19.6727777777778
Perdekop				RSA	Western Cape	Dorp	Kop	-34.5533333333333	19.5625
Perdekop				RSA	Western Cape	Dorp	Kop	-34.0013888888889	20.1311111111111
Perdekop				RSA	Western Cape	Dorp	Kop	-34.2394444444444	21.4425
Perdekop				RSA	Western Cape	Dorp	Kop	-34.3536111111111	21.2669444444444
Perth				RSA	Northern Cape	Dorp	Group of huts	-26.46	23.0888888888889
Petrus Steyn				RSA	Free State	Dorp	Urban Area	-27.6483333333333	28.1308333333333
Petrus Steyn				RSA	Free State	Dorp	Station	-27.6441666666667	28.1213888888889
Petrusburg				RSA	Free State	Dorp	Town	-29.1155555555556	25.4141666666667
Petrusburg				RSA	Free State	Dorp	Station	-29.1077777777778	25.4177777777778
Pevensey				RSA	KwaZulu-Natal	Dorp	Station	-29.7869444444444	29.6147222222222
Phagameng				RSA	Limpopo	Gebied-Dorp	Urban Area	-24.6966666666667	28.4402777777778
Phakamisa				RSA	KwaZulu-Natal	Gebied-Dorp	Kop	-27.4638888888889	31.5630555555556
Phakamisa				RSA	Eastern Cape	Gebied-Dorp	Group of huts	-31.9263888888889	26.5841666666667
Phakamisa				RSA	Eastern Cape	Gebied-Dorp	Urban Area	-32.9447222222222	27.46
Phalaborwa				RSA	Limpopo	Dorp	Station	-23.9747222222222	31.1122222222222
Phalaborwa				RSA	Limpopo	Dorp	Town	-23.9422222222222	31.1413888888889
Phaweni				RSA	Limpopo	Dorp	Settlement	-22.886184	30.783217
Phelindaba				RSA	Mpumalanga	Gebied-Dorp	Town	-24.6902777777778	30.9936111111111
Phelindaba				RSA	Northern Cape	Gebied-Dorp	Urban Area	-29.0694444444444	23.7783333333333
Philadelphia				RSA	Western Cape	Dorp	Urban Area	-33.6647222222222	18.5830555555556
Philippi				RSA	Western Cape	Nedersetting	Urban Area	-34.0052777777778	18.5702777777778
Philippi				RSA	Western Cape	Nedersetting	Station	-34.0130555555556	18.5872222222222
Philippolis				RSA	Free State	Dorp	Urban Area	-30.2663888888889	25.2741666666667
Philipstown				RSA	Northern Cape	Dorp	Urban Area	-30.4369444444444	24.4719444444444
Phiring				RSA	Limpopo	Nedersetting	Kop	-24.5666666666667	29.6455555555556
Phiring				RSA	Limpopo	Nedersetting	Town	-24.4994444444444	30.6902777777778
Phiring				RSA	Limpopo	Nedersetting	Mouth	-24.5222222222222	30.7083333333333
Phiring				RSA	Limpopo	Nedersetting	Town	-24.5044444444444	30.6927777777778
Phiring				RSA	North West	Nedersetting	Area	-25.7763888888889	25.1736111111111
Phiring				RSA	North West	Nedersetting	Group of huts	-25.7694444444444	25.1647222222222
Phoenix				RSA	Mpumalanga	Gebied-Stedelik	Town	-26.0705555555556	29.2055555555556
Phoenix				RSA	KwaZulu-Natal	Gebied-Stedelik	Town	-29.7047222222222	30.9788888888889
Phoenix				RSA	KwaZulu-Natal	Gebied-Stedelik	Urban Area	-29.7158333333333	31.0052777777778
Phoenix				RSA	KwaZulu-Natal	Gebied-Stedelik	Station	-29.7177777777778	31.01
Phokeng				RSA	North West	Gebied-Dorp	Station	-25.5569444444444	27.1625
Phokeng				RSA	North West	Gebied-Dorp	Urban Area	-25.5725	27.1558333333333
Phola Park				RSA	North West	Gebied-Dorp	Town	-25.2044444444444	26.8052777777778
Phola Park				RSA	Gauteng	Gebied-Dorp	Group of huts	-26.3616666666667	28.1236111111111
Phomolong				RSA	Limpopo	Nedersetting	Group of huts	-23.9586111111111	29.7161111111111
Phomolong				RSA	Northern Cape	Nedersetting	Group of huts	-26.8883333333333	23.2383333333333
Phomolong				RSA	North West	Nedersetting	Group of huts	-26.3836111111111	27.4983333333333
Phomolong				RSA	Gauteng	Nedersetting	Station	-26.2261111111111	27.9097222222222
Phomolong				RSA	Free State	Nedersetting	Urban Area	-27.6488888888889	27.1977777777778
Phomolong				RSA	Free State	Nedersetting	Town	-28.2477777777778	29.1022222222222
Phumula				RSA	Mpumalanga	Nedersetting	Town	-25.3597222222222	28.8241666666667
Pierre van Ryneveld				RSA	Gauteng	Voorstad	Town	-25.8369444444444	28.2416666666667
Piet Retief				RSA	Mpumalanga	Dorp	Town	-27.0066666666667	30.8077777777778
Piet Retief				RSA	Mpumalanga	Dorp	Station	-27.0088888888889	30.7919444444444
Pietermaritzburg				RSA	KwaZulu-Natal	Stad	Urban Area	-29.6	30.3788888888889
Pietermaritzburg				RSA	KwaZulu-Natal	Stad	Station	-29.6108333333333	30.3697222222222
Pieterskraal				RSA	Mpumalanga	Nedersetting	Town	-25.2030555555556	28.9277777777778
Piketberg				RSA	Western Cape	Dorp	Mountain	-32.7697222222222	18.7386111111111
Piketberg				RSA	Western Cape	Dorp	Urban Area	-32.9041666666667	18.7575
Piketberg				RSA	Western Cape	Dorp	Station	-32.9127777777778	18.7697222222222
Pimville				RSA	Gauteng	Voorstad	Town	-26.2708333333333	27.9066666666667
Pinelands				RSA	Western Cape	Voorstad	Station	-33.9386111111111	18.4911111111111
Pinelands				RSA	Western Cape	Voorstad	Urban Area	-33.9316666666667	18.5127777777778
Pinetown				RSA	KwaZulu-Natal	Dorp	Urban Area	-29.8180555555556	30.8841666666667
Pinetown				RSA	KwaZulu-Natal	Dorp	Station	-29.8175	30.8580555555556
Pirie				RSA	Eastern Cape	Streek	Station	-32.8322222222222	27.2291666666667
Pirie				RSA	Eastern Cape	Streek	Group of huts	-32.7941666666667	27.2522222222222
Pitsong				RSA	North West	Dorp	Urban Area	-27.5941666666667	24.8669444444444
Pitsong				RSA	North West	Dorp	Non Perennial	-27.5533333333333	24.8394444444444
Pitsong				RSA	North West	Dorp	Post Office	-27.533333	24.95
Platrug				RSA	Northern Cape	Nedersetting	Kop	-31.0122222222222	17.7016666666667
Platrug				RSA	Western Cape	Nedersetting	Kop	-31.4666666666667	18.9858333333333
Platrug				RSA	Western Cape	Nedersetting	Ridge	-33.1608333333333	19.16
Platrug				RSA	Western Cape	Nedersetting	Kop	-33.9425	19.3147222222222
Platrug				RSA	Western Cape	Nedersetting	Kop	-33.7697222222222	21.7136111111111
Platrug				RSA	Eastern Cape	Nedersetting	Station	-33.6416666666667	25.9427777777778
Platrug				RSA	Western Cape	Nedersetting	Kop	-34.1402777777778	19.4794444444444
Platrug				RSA	Western Cape	Nedersetting	Kop	-34.5705555555556	19.5658333333333
Platrug				RSA	Western Cape	Nedersetting	Kop	-34.0405555555556	20.8766666666667
Platrug				RSA	Western Cape	Nedersetting	Kop	-34.2247222222222	21.2744444444444
Platrug				RSA	Western Cape	Nedersetting	Kop	-34.3033333333333	21.0197222222222
